aStar,file,runtime,pathLength,nodesExploredH0,nodesExploredH1,nodesExploredH2,nodesExploredH3,nodesExploredH4
aStarH0,grid_3_2.txt,1.6533186904986223,154,12855,,,,
aStarH0,grid_3_3.txt,1.1367589296153255,166,9260,,,,
aStarH0,grid_3_4.txt,1.2978235666339515,168,10115,,,,
aStarH0,grid_3_5.txt,1.884779157076082,126,11195,,,,
aStarH0,grid_3_6.txt,2.6100769596691293,129,13213,,,,
aStarH0,grid_3_7.txt,1.7888843570079018,156,13859,,,,
aStarH0,grid_3_8.txt,2.33359780875125,139,15206,,,,
aStarH0,grid_3_9.txt,1.7380430485060856,157,13444,,,,
aStarH0,grid_4_0.txt,2.0890087705284373,142,14876,,,,
aStarH0,grid_4_1.txt,0.8551350029496803,156,6184,,,,
aStarH0,grid_4_2.txt,0.9089300169484602,134,5521,,,,
aStarH0,grid_4_3.txt,1.9552209500230902,137,10837,,,,
aStarH0,grid_4_4.txt,1.8116000881783236,268,11639,,,,
aStarH0,grid_4_5.txt,0.23482561133539548,112,2311,,,,
aStarH0,grid_4_6.txt,0.45178351333430555,144,3660,,,,
aStarH0,grid_4_7.txt,0.8138290893805049,171,5752,,,,
aStarH0,grid_4_8.txt,1.0454060262910616,135,6860,,,,
aStarH0,grid_4_9.txt,2.8000057119550377,197,15006,,,,
aStarH1,grid_0_0.txt,0.15048056284177846,101,,1120,,,
aStarH1,grid_0_1.txt,0.05451971829350555,109,,386,,,
aStarH1,grid_0_2.txt,0.18643464229327833,162,,982,,,
aStarH1,grid_0_3.txt,0.19333986043196205,142,,1122,,,
aStarH1,grid_0_4.txt,0.11964493059528536,182,,564,,,
aStarH1,grid_0_5.txt,0.1240239473714837,166,,642,,,
aStarH1,grid_0_6.txt,0.37544323432311444,147,,2331,,,
aStarH1,grid_0_7.txt,0.15370870992819619,123,,956,,,
aStarH1,grid_0_8.txt,0.15221423044346238,112,,1187,,,
aStarH1,grid_0_9.txt,0.12682905278828116,160,,732,,,
aStarH1,grid_1_0.txt,0.3417020912002613,151,,2375,,,
aStarH1,grid_1_1.txt,0.06490476653723931,144,,456,,,
aStarH1,grid_1_2.txt,0.2079548791251966,160,,1510,,,
aStarH1,grid_1_3.txt,0.021457762323763063,103,,131,,,
aStarH1,grid_1_4.txt,0.1029628981745816,121,,697,,,
aStarH1,grid_1_5.txt,0.03710227166237701,145,,193,,,
aStarH1,grid_1_6.txt,0.3452086960945451,108,,2279,,,
aStarH1,grid_1_7.txt,0.30332489332477053,136,,1863,,,
aStarH1,grid_1_8.txt,0.15459361671176453,198,,765,,,
aStarH1,grid_1_9.txt,0.07380113650054909,159,,399,,,
aStarH1,grid_2_0.txt,0.10234886300858648,188,,539,,,
aStarH1,grid_2_1.txt,0.12452017346492994,115,,770,,,
aStarH1,grid_2_2.txt,0.14793874285223296,155,,788,,,
aStarH1,grid_2_3.txt,0.22211918886668514,147,,1898,,,
aStarH1,grid_2_4.txt,0.243190947979258,119,,2182,,,
aStarH1,grid_2_5.txt,0.12468394592565346,141,,665,,,
aStarH1,grid_2_6.txt,0.09547265089156554,151,,491,,,
aStarH1,grid_2_7.txt,0.08289430116462881,153,,446,,,
aStarH1,grid_2_8.txt,0.20768445375415467,138,,1032,,,
aStarH1,grid_2_9.txt,0.3225407132982241,169,,1851,,,
aStarH1,grid_3_0.txt,0.07469719944629105,119,,522,,,
aStarH1,grid_3_1.txt,0.034169539750308786,155,,177,,,
aStarH1,grid_3_2.txt,0.7166968478040587,144,,4437,,,
aStarH1,grid_3_3.txt,0.06764918243180773,120,,376,,,
aStarH1,grid_3_4.txt,0.11836152569887304,128,,1188,,,
aStarH1,grid_3_5.txt,0.03321100229641161,107,,142,,,
aStarH1,grid_3_6.txt,0.04741993668656619,128,,318,,,
aStarH1,grid_3_7.txt,0.484559425305946,153,,3136,,,
aStarH1,grid_3_8.txt,0.45919165126372263,152,,2215,,,
aStarH1,grid_3_9.txt,0.5755410515530741,153,,3873,,,
aStarH1,grid_4_0.txt,0.31927999021829123,143,,2380,,,
aStarH1,grid_4_1.txt,0.07551249177791419,156,,462,,,
aStarH1,grid_4_2.txt,0.027815882269464964,128,,213,,,
aStarH1,grid_4_3.txt,0.32363714091658835,134,,1753,,,
aStarH1,grid_4_4.txt,0.05545594342308391,159,,259,,,
aStarH1,grid_4_5.txt,0.032428732204806465,98,,213,,,
aStarH1,grid_4_6.txt,0.06706683076637887,113,,545,,,
aStarH1,grid_4_7.txt,0.025172318080933564,111,,140,,,
aStarH1,grid_4_8.txt,0.022489930448045925,97,,154,,,
aStarH1,grid_4_9.txt,0.1848187837641433,167,,965,,,
aStarH2,grid_0_0.txt,0.016402235873414384,104,,,103,,
aStarH2,grid_0_1.txt,0.021171272079158143,113,,,114,,
aStarH2,grid_0_2.txt,0.037248194263582945,156,,,158,,
aStarH2,grid_0_3.txt,0.031875832807514826,153,,,160,,
aStarH2,grid_0_4.txt,0.04637795113958987,174,,,178,,
aStarH2,grid_0_5.txt,0.04089938301962093,172,,,174,,
aStarH2,grid_0_6.txt,0.023436419246792184,117,,,122,,
aStarH2,grid_0_7.txt,0.016621342898503144,130,,,130,,
aStarH2,grid_0_8.txt,0.01573598986840352,110,,,115,,
aStarH2,grid_0_9.txt,0.037582879128791546,172,,,181,,
aStarH2,grid_1_0.txt,0.020862915756708844,153,,,153,,
aStarH2,grid_1_1.txt,0.022317679304080684,135,,,137,,
aStarH2,grid_1_2.txt,0.023722016998419804,129,,,130,,
aStarH2,grid_1_3.txt,0.019261337115125343,104,,,105,,
aStarH2,grid_1_4.txt,0.024875564167103903,138,,,154,,
aStarH2,grid_1_5.txt,0.033235545853159465,159,,,161,,
aStarH2,grid_1_6.txt,0.0186080322582427,99,,,98,,
aStarH2,grid_1_7.txt,0.026779251680352445,146,,,146,,
aStarH2,grid_1_8.txt,0.04114660357336675,168,,,168,,
aStarH2,grid_1_9.txt,0.039081821078355006,173,,,173,,
aStarH2,grid_2_0.txt,0.04130814480163281,159,,,160,,
aStarH2,grid_2_1.txt,0.026598968099619924,129,,,137,,
aStarH2,grid_2_2.txt,0.03814336471637603,156,,,155,,
aStarH2,grid_2_3.txt,0.029541963680912886,158,,,167,,
aStarH2,grid_2_4.txt,0.021912041247475145,125,,,125,,
aStarH2,grid_2_5.txt,0.029727602219452365,143,,,147,,
aStarH2,grid_2_6.txt,0.030450075281777345,159,,,161,,
aStarH2,grid_2_7.txt,0.032260943525727726,161,,,161,,
aStarH2,grid_2_8.txt,0.021049893034728484,141,,,145,,
aStarH2,grid_2_9.txt,0.030574131805138904,155,,,165,,
aStarH2,grid_3_0.txt,0.019866893597878743,123,,,133,,
aStarH2,grid_3_1.txt,0.037062109478540606,168,,,171,,
aStarH2,grid_3_2.txt,0.023902300579123903,143,,,146,,
aStarH2,grid_3_3.txt,0.025788138232883284,119,,,120,,
aStarH2,grid_3_4.txt,0.01578775446088798,108,,,121,,
aStarH2,grid_3_5.txt,0.023394025830526743,104,,,106,,
aStarH2,grid_3_6.txt,0.022273947148363504,127,,,133,,
aStarH2,grid_3_7.txt,0.038547217787026966,168,,,177,,
aStarH2,grid_3_8.txt,0.035628765762538706,142,,,144,,
aStarH2,grid_3_9.txt,0.031064110447800886,157,,,162,,
aStarH2,grid_4_0.txt,0.031731248945760626,158,,,164,,
aStarH2,grid_4_1.txt,0.025783675767996783,126,,,127,,
aStarH2,grid_4_2.txt,0.020624620132679183,135,,,141,,
aStarH2,grid_4_3.txt,0.028939530923537404,154,,,158,,
aStarH2,grid_4_4.txt,0.03876230859373209,154,,,157,,
aStarH2,grid_4_5.txt,0.018463448396488502,100,,,101,,
aStarH2,grid_4_6.txt,0.020123485327872004,126,,,127,,
aStarH2,grid_4_7.txt,0.024733211537807165,111,,,110,,
aStarH2,grid_4_8.txt,0.018290304759574383,98,,,101,,
aStarH2,grid_4_9.txt,0.035393147617440945,164,,,170,,
aStarH3,grid_0_0.txt,2.7679259445030198,155,,,,12080,
aStarH3,grid_0_1.txt,2.9634269766711157,145,,,,13476,
aStarH3,grid_0_2.txt,1.5712682414407766,208,,,,8471,
aStarH3,grid_0_3.txt,2.2536050022445977,155,,,,10290,
aStarH3,grid_0_4.txt,3.021751838758661,273,,,,15123,
aStarH3,grid_0_5.txt,3.313841584282102,225,,,,15419,
aStarH3,grid_0_6.txt,3.464251640178958,181,,,,15498,
aStarH3,grid_0_7.txt,3.2675194139534085,169,,,,12818,
aStarH3,grid_0_8.txt,3.232224440563101,229,,,,15110,
aStarH3,grid_0_9.txt,3.2824816124135054,235,,,,13828,
aStarH3,grid_1_0.txt,2.1362649347543083,175,,,,11882,
aStarH3,grid_1_1.txt,2.9190093863486197,118,,,,13879,
aStarH3,grid_1_2.txt,3.3111743690297715,141,,,,13947,
aStarH3,grid_1_3.txt,1.7725084496772467,164,,,,10434,
aStarH3,grid_1_4.txt,1.5591062396861162,171,,,,8454,
aStarH3,grid_1_5.txt,2.5416289960257075,181,,,,14471,
aStarH3,grid_1_6.txt,2.431480190672204,128,,,,10449,
aStarH3,grid_1_7.txt,2.259335699629702,169,,,,14072,
aStarH3,grid_1_8.txt,2.267918358312727,226,,,,14664,
aStarH3,grid_1_9.txt,2.8707634474147596,211,,,,14323,
aStarH3,grid_2_0.txt,2.4969003719018303,208,,,,12864,
aStarH3,grid_2_1.txt,2.7047597542788537,165,,,,14649,
aStarH3,grid_2_2.txt,2.1562951545663793,225,,,,12592,
aStarH3,grid_2_3.txt,2.3897463267220473,249,,,,15158,
aStarH3,grid_2_4.txt,2.6662138752312785,143,,,,15438,
aStarH3,grid_2_5.txt,2.2913672724611445,204,,,,13944,
aStarH3,grid_2_6.txt,2.309756197694327,193,,,,13859,
aStarH3,grid_2_7.txt,2.3444460608483837,166,,,,13654,
aStarH3,grid_2_8.txt,1.958819035447135,154,,,,9487,
aStarH3,grid_2_9.txt,2.7016329051450043,227,,,,15312,
aStarH3,grid_3_0.txt,2.102043630411515,137,,,,10424,
aStarH3,grid_3_1.txt,2.442518543772735,179,,,,15251,
aStarH3,grid_3_2.txt,2.0784362987602663,154,,,,13861,
aStarH3,grid_3_3.txt,1.9740779878210333,171,,,,12301,
aStarH3,grid_3_4.txt,1.8577575935533446,163,,,,12007,
aStarH3,grid_3_5.txt,2.5765834833465533,127,,,,13632,
aStarH3,grid_3_6.txt,3.152459666011282,125,,,,14772,
aStarH3,grid_3_7.txt,2.1433513289666166,156,,,,14530,
aStarH3,grid_3_8.txt,2.642298187257495,146,,,,15250,
aStarH3,grid_3_9.txt,2.110317932772091,155,,,,14238,
aStarH3,grid_4_0.txt,2.682027958234869,289,,,,15271,
aStarH3,grid_4_1.txt,1.6915861117383315,178,,,,9172,
aStarH3,grid_4_2.txt,1.8218356438488854,137,,,,8770,
aStarH3,grid_4_3.txt,2.796867706658986,176,,,,13599,
aStarH3,grid_4_4.txt,2.4001425311279263,279,,,,13015,
aStarH3,grid_4_5.txt,0.5401305003226184,122,,,,3897,
aStarH3,grid_4_6.txt,1.3866524998281875,156,,,,7384,
aStarH3,grid_4_7.txt,1.4831782924289314,185,,,,8004,
aStarH3,grid_4_8.txt,1.5631313829982219,145,,,,8862,
aStarH3,grid_4_9.txt,3.556820118933615,194,,,,15241,
aStarH4,grid_0_0.txt,1.6243113301090375,145,,,,,8270
aStarH4,grid_0_1.txt,1.5918718879885319,132,,,,,9615
aStarH4,grid_0_2.txt,0.7106609178219401,194,,,,,4028
aStarH4,grid_0_3.txt,1.0408668070260205,153,,,,,5662
aStarH4,grid_0_4.txt,2.2331312134244854,228,,,,,11607
aStarH4,grid_0_5.txt,2.897760021134218,226,,,,,12661
aStarH4,grid_0_6.txt,2.2650298048028503,187,,,,,12661
aStarH4,grid_0_7.txt,1.7746727451388438,165,,,,,8022
aStarH4,grid_0_8.txt,1.4892869605884016,217,,,,,10272
aStarH4,grid_0_9.txt,2.8597581165541897,232,,,,,12375
aStarH4,grid_1_0.txt,1.140082573449945,155,,,,,7877
aStarH4,grid_1_1.txt,1.8035408766244245,111,,,,,10491
aStarH4,grid_1_2.txt,1.6948820882907967,144,,,,,9355
aStarH4,grid_1_3.txt,1.1668421902849104,110,,,,,8552
aStarH4,grid_1_4.txt,0.8716795914524482,161,,,,,6138
aStarH4,grid_1_5.txt,2.0325010241356836,191,,,,,12515
aStarH4,grid_1_6.txt,1.3563871705919723,126,,,,,7295
aStarH4,grid_1_7.txt,1.7760226407617665,162,,,,,12508
aStarH4,grid_1_8.txt,1.8649033385484586,198,,,,,12986
aStarH4,grid_1_9.txt,2.1298470177793547,202,,,,,12797
aStarH4,grid_2_0.txt,1.5816305311136034,190,,,,,10160
aStarH4,grid_2_1.txt,1.7083743508229077,132,,,,,11770
aStarH4,grid_2_2.txt,1.6521356910617442,207,,,,,10579
aStarH4,grid_2_3.txt,1.9622087237618189,149,,,,,13941
aStarH4,grid_2_4.txt,2.1749745862625787,117,,,,,14369
aStarH4,grid_2_5.txt,1.7958806094299007,194,,,,,11190
aStarH4,grid_2_6.txt,1.859408259308509,187,,,,,11853
aStarH4,grid_2_7.txt,2.050277252942294,151,,,,,12223
aStarH4,grid_2_8.txt,1.2638874137963398,140,,,,,6683
aStarH4,grid_2_9.txt,1.8956532914695003,211,,,,,12621
aStarH4,grid_3_0.txt,0.8627711728339591,123,,,,,6016
aStarH4,grid_3_1.txt,1.8593172250251087,160,,,,,13538
aStarH4,grid_3_2.txt,1.6644998424749815,160,,,,,12693
aStarH4,grid_3_3.txt,1.2324167727989561,166,,,,,9349
aStarH4,grid_3_4.txt,1.361311500575198,172,,,,,9974
aStarH4,grid_3_5.txt,1.9517317487417927,126,,,,,10967
aStarH4,grid_3_6.txt,2.549182610309913,131,,,,,12626
aStarH4,grid_3_7.txt,1.9388066654945533,153,,,,,13798
aStarH4,grid_3_8.txt,2.510907602879911,176,,,,,15190
aStarH4,grid_3_9.txt,1.8483440239116362,159,,,,,13316
aStarH4,grid_4_0.txt,2.150247622175584,142,,,,,14814
aStarH4,grid_4_1.txt,0.8395636780349491,160,,,,,5895
aStarH4,grid_4_2.txt,0.9031279201254847,139,,,,,5464
aStarH4,grid_4_3.txt,1.9712550325447182,137,,,,,10577
aStarH4,grid_4_4.txt,1.8417252960176143,268,,,,,11424
aStarH4,grid_4_5.txt,0.2346127517611194,115,,,,,2211
aStarH4,grid_4_6.txt,0.4274135464368669,144,,,,,3439
aStarH4,grid_4_7.txt,0.8033561305788339,158,,,,,5573
aStarH4,grid_4_8.txt,1.0877253656320818,135,,,,,6687
aStarH4,grid_4_9.txt,3.0320503151838807,197,,,,,14938
weightedAStarH0_weight_0.25,grid_0_0.txt,2.103520706283234,137,11759,,,,
weightedAStarH0_weight_0.25,grid_0_1.txt,2.332596431634556,128,13258,,,,
weightedAStarH0_weight_0.25,grid_0_2.txt,1.132436586143001,194,7589,,,,
weightedAStarH0_weight_0.25,grid_0_3.txt,1.5671560800637963,150,9345,,,,
weightedAStarH0_weight_0.25,grid_0_4.txt,2.45453730040515,229,14600,,,,
weightedAStarH0_weight_0.25,grid_0_5.txt,2.704606245487298,218,15337,,,,
weightedAStarH0_weight_0.25,grid_0_6.txt,2.75212792637285,187,15487,,,,
weightedAStarH0_weight_0.25,grid_0_7.txt,2.5800588509867453,165,12676,,,,
weightedAStarH0_weight_0.25,grid_0_8.txt,2.5146846331452366,215,14489,,,,
weightedAStarH0_weight_0.25,grid_0_9.txt,2.5176628821989766,233,13222,,,,
weightedAStarH0_weight_0.25,grid_1_0.txt,1.4831042155120713,159,10667,,,,
weightedAStarH0_weight_0.25,grid_1_1.txt,2.225744941572941,107,13737,,,,
weightedAStarH0_weight_0.25,grid_1_2.txt,2.386105401635234,144,12999,,,,
weightedAStarH0_weight_0.25,grid_1_3.txt,1.317672164125895,110,10264,,,,
weightedAStarH0_weight_0.25,grid_1_4.txt,1.0817153179461343,161,7849,,,,
weightedAStarH0_weight_0.25,grid_1_5.txt,2.0350053594203246,181,14057,,,,
weightedAStarH0_weight_0.25,grid_1_6.txt,1.9633368348807494,122,10093,,,,
weightedAStarH0_weight_0.25,grid_1_7.txt,1.895337348956673,162,13877,,,,
weightedAStarH0_weight_0.25,grid_1_8.txt,1.8010927683971545,198,14271,,,,
weightedAStarH0_weight_0.25,grid_1_9.txt,2.1458436155961067,194,14477,,,,
weightedAStarH0_weight_0.25,grid_2_0.txt,1.6526212072395197,187,12641,,,,
weightedAStarH0_weight_0.25,grid_2_1.txt,1.9954250810160374,110,14584,,,,
weightedAStarH0_weight_0.25,grid_2_2.txt,1.6215240745517576,200,12523,,,,
weightedAStarH0_weight_0.25,grid_2_3.txt,1.917130688638622,158,15189,,,,
weightedAStarH0_weight_0.25,grid_2_4.txt,2.0710933128178795,143,15398,,,,
weightedAStarH0_weight_0.25,grid_2_5.txt,1.7840238402723116,198,13454,,,,
weightedAStarH0_weight_0.25,grid_2_6.txt,1.8169595084862635,185,13788,,,,
weightedAStarH0_weight_0.25,grid_2_7.txt,1.9487137837507476,168,13672,,,,
weightedAStarH0_weight_0.25,grid_2_8.txt,1.362105373075451,138,9045,,,,
weightedAStarH0_weight_0.25,grid_2_9.txt,1.9912531226098054,211,14727,,,,
weightedAStarH0_weight_0.25,grid_3_0.txt,1.375616377960057,121,9253,,,,
weightedAStarH0_weight_0.25,grid_3_1.txt,1.822243066891474,169,15095,,,,
weightedAStarH0_weight_0.25,grid_3_2.txt,1.6209479703370562,154,13722,,,,
weightedAStarH0_weight_0.25,grid_3_3.txt,1.3032771449506981,159,11020,,,,
weightedAStarH0_weight_0.25,grid_3_4.txt,1.3869831684750125,162,11518,,,,
weightedAStarH0_weight_0.25,grid_3_5.txt,1.9028302737186777,126,13405,,,,
weightedAStarH0_weight_0.25,grid_3_6.txt,2.444531115428788,125,14594,,,,
weightedAStarH0_weight_0.25,grid_3_7.txt,1.6716255063782341,156,14492,,,,
weightedAStarH0_weight_0.25,grid_3_8.txt,2.0169207742912363,136,15258,,,,
weightedAStarH0_weight_0.25,grid_3_9.txt,1.6310648244421486,151,14100,,,,
weightedAStarH0_weight_0.25,grid_4_0.txt,1.8683113229691344,142,15177,,,,
weightedAStarH0_weight_0.25,grid_4_1.txt,1.1209261042592402,168,8772,,,,
weightedAStarH0_weight_0.25,grid_4_2.txt,1.1640348536356555,138,8092,,,,
weightedAStarH0_weight_0.25,grid_4_3.txt,1.9559456543178726,130,13203,,,,
weightedAStarH0_weight_0.25,grid_4_4.txt,1.67015824792918,268,12936,,,,
weightedAStarH0_weight_0.25,grid_4_5.txt,0.36138423875257786,112,3726,,,,
weightedAStarH0_weight_0.25,grid_4_6.txt,0.8672206965550231,141,6589,,,,
weightedAStarH0_weight_0.25,grid_4_7.txt,0.9866085891738408,170,7681,,,,
weightedAStarH0_weight_0.25,grid_4_8.txt,1.119893043642037,126,8546,,,,
weightedAStarH0_weight_0.25,grid_4_9.txt,2.4175358804487814,203,15212,,,,
weightedAStarH1_weight_0.25,grid_0_0.txt,1.2401680742768235,146,,7407,,,
weightedAStarH1_weight_0.25,grid_0_1.txt,1.3052160859363653,140,,8509,,,
weightedAStarH1_weight_0.25,grid_0_2.txt,0.5304050043866368,194,,3037,,,
weightedAStarH1_weight_0.25,grid_0_3.txt,0.8886762276463855,153,,5233,,,
weightedAStarH1_weight_0.25,grid_0_4.txt,2.461024831831992,268,,11801,,,
weightedAStarH1_weight_0.25,grid_0_5.txt,2.9741859794708603,227,,11780,,,
weightedAStarH1_weight_0.25,grid_0_6.txt,1.9087390234520853,190,,11442,,,
weightedAStarH1_weight_0.25,grid_0_7.txt,1.0314170914189162,165,,5969,,,
weightedAStarH1_weight_0.25,grid_0_8.txt,1.2940518913264896,218,,9060,,,
weightedAStarH1_weight_0.25,grid_0_9.txt,1.8522540356300965,234,,8139,,,
weightedAStarH1_weight_0.25,grid_1_0.txt,0.8519452330611443,157,,6545,,,
weightedAStarH1_weight_0.25,grid_1_1.txt,1.7514273193884264,112,,10201,,,
weightedAStarH1_weight_0.25,grid_1_2.txt,1.67077540682061,142,,8894,,,
weightedAStarH1_weight_0.25,grid_1_3.txt,1.1648809369748392,110,,8292,,,
weightedAStarH1_weight_0.25,grid_1_4.txt,0.6823425620081593,160,,5230,,,
weightedAStarH1_weight_0.25,grid_1_5.txt,1.9723331640571473,187,,12211,,,
weightedAStarH1_weight_0.25,grid_1_6.txt,1.2509578680841855,123,,6513,,,
weightedAStarH1_weight_0.25,grid_1_7.txt,1.6087587475467444,162,,12354,,,
weightedAStarH1_weight_0.25,grid_1_8.txt,1.8669141252185,202,,12596,,,
weightedAStarH1_weight_0.25,grid_1_9.txt,2.2321329600332547,206,,12239,,,
weightedAStarH1_weight_0.25,grid_2_0.txt,1.4823571988929416,197,,9353,,,
weightedAStarH1_weight_0.25,grid_2_1.txt,1.5266770612348637,135,,11159,,,
weightedAStarH1_weight_0.25,grid_2_2.txt,1.4193445174602743,209,,9604,,,
weightedAStarH1_weight_0.25,grid_2_3.txt,1.7104221759513507,170,,12536,,,
weightedAStarH1_weight_0.25,grid_2_4.txt,2.011238271526736,132,,13606,,,
weightedAStarH1_weight_0.25,grid_2_5.txt,1.5315656914991678,145,,9928,,,
weightedAStarH1_weight_0.25,grid_2_6.txt,1.7558888917648119,187,,11093,,,
weightedAStarH1_weight_0.25,grid_2_7.txt,1.8002212490082456,175,,11144,,,
weightedAStarH1_weight_0.25,grid_2_8.txt,0.9560987168629254,144,,5673,,,
weightedAStarH1_weight_0.25,grid_2_9.txt,1.6908542674997307,205,,11931,,,
weightedAStarH1_weight_0.25,grid_3_0.txt,0.7675029028333711,123,,5312,,,
weightedAStarH1_weight_0.25,grid_3_1.txt,2.043359539901985,167,,13342,,,
weightedAStarH1_weight_0.25,grid_3_2.txt,1.8326526586919272,163,,12276,,,
weightedAStarH1_weight_0.25,grid_3_3.txt,1.391187702874845,171,,8941,,,
